verb,tam,modal,transitivity,polarity,complementizer,count
tell,modal,may,transitive,positive,whether,4
tell,modal,might,intransitive,positive,whether,1
tell,modal,might,transitive,positive,that,16
tell,modal,might,transitive,positive,whether,4
tell,modal,must,transitive,negative,that,2
tell,modal,must,transitive,positive,that,229
tell,modal,shall,transitive,positive,that,2
tell,modal,should,intransitive,positive,that,25
tell,modal,should,intransitive,positive,whether,2
tell,modal,should,transitive,negative,that,2
tell,modal,should,transitive,positive,that,69
tell,modal,should,transitive,positive,whether,14
tell,modal,will,intransitive,negative,that,5
tell,modal,will,intransitive,positive,that,27
tell,modal,will,intransitive,positive,whether,142
tell,modal,will,transitive,negative,that,14
tell,modal,will,transitive,negative,whether,10
tell,modal,will,transitive,positive,that,246
tell,modal,will,transitive,positive,whether,99
tell,modal,would,intransitive,negative,that,5
tell,modal,would,intransitive,positive,that,14
tell,modal,would,intransitive,positive,whether,6
tell,modal,would,transitive,negative,that,12
tell,modal,would,transitive,negative,whether,4
tell,modal,would,transitive,positive,that,240
tell,modal,would,transitive,positive,whether,13
tell,past,none,intransitive,negative,that,9
tell,past,none,intransitive,positive,that,528
tell,past,none,intransitive,positive,whether,2
tell,past,none,transitive,negative,that,222
tell,past,none,transitive,negative,whether,6
tell,past,none,transitive,positive,that,11898
tell,past,none,transitive,positive,whether,11
tell,perfect,none,intransitive,negative,that,3
tell,perfect,none,intransitive,positive,that,47
tell,perfect,none,intransitive,positive,whether,1
tell,perfect,none,transitive,negative,that,47
tell,perfect,none,transitive,negative,whether,10
tell,perfect,none,transitive,positive,that,1464
tell,perfect,none,transitive,positive,whether,4
tell,present,none,intransitive,negative,that,98
tell,present,none,intransitive,negative,whether,3
tell,present,none,intransitive,positive,that,1325
tell,present,none,intransitive,positive,whether,45
tell,present,none,transitive,negative,that,183
tell,present,none,transitive,negative,whether,42
tell,present,none,transitive,positive,that,7747
tell,present,none,transitive,positive,whether,241
tell,progressive,none,intransitive,negative,that,2
tell,progressive,none,intransitive,positive,that,268
tell,progressive,none,transitive,negative,that,12
tell,progressive,none,transitive,negative,whether,4
tell,progressive,none,transitive,positive,that,851
tell,progressive,none,transitive,positive,whether,2
telling,progressive,none,intransitive,positive,that,1
telling,progressive,none,transitive,positive,that,6
tense,present,none,intransitive,positive,that,33
term,past,none,transitive,negative,that,1
term,present,none,intransitive,positive,that,12
term,present,none,intransitive,positive,whether,1
terrify,progressive,none,intransitive,positive,that,6
terrify,progressive,none,intransitive,positive,whether,1
test,infinitival,none,intransitive,positive,that,41
test,infinitival,none,intransitive,positive,whether,516
test,modal,can,intransitive,negative,that,2
test,modal,can,intransitive,negative,whether,2
test,modal,can,intransitive,positive,whether,12
test,modal,could,intransitive,positive,whether,6
test,modal,should,intransitive,positive,whether,1
test,modal,will,intransitive,positive,whether,26
test,modal,would,intransitive,positive,whether,7
test,past,none,intransitive,negative,that,1
test,past,none,intransitive,negative,whether,2
test,past,none,intransitive,positive,that,43
test,past,none,intransitive,positive,whether,152
test,perfect,none,intransitive,negative,that,3
test,perfect,none,intransitive,negative,whether,1
test,perfect,none,intransitive,positive,that,11
test,perfect,none,intransitive,positive,whether,8
test,present,none,intransitive,negative,that,1
test,present,none,intransitive,negative,whether,2
test,present,none,intransitive,positive,that,883
test,present,none,intransitive,positive,whether,91
test,present,none,transitive,positive,that,1
test,progressive,none,intransitive,negative,whether,2
test,progressive,none,intransitive,positive,that,15
test,progressive,none,intransitive,positive,whether,24
test/investigate,infinitival,none,intransitive,positive,whether,1
testify,infinitival,none,intransitive,positive,that,199
testify,infinitival,none,intransitive,positive,whether,1
testify,modal,can,intransitive,positive,that,84
testify,modal,could,intransitive,positive,that,12
testify,modal,could,intransitive,positive,whether,1
testify,modal,will,intransitive,positive,that,91
testify,modal,would,intransitive,positive,that,32
testify,past,none,intransitive,negative,that,3
testify,past,none,intransitive,positive,that,2591
testify,past,none,intransitive,positive,whether,1
testify,perfect,none,intransitive,positive,that,161
testify,present,none,intransitive,positive,that,283
testify,progressive,none,intransitive,negative,that,1
testify,progressive,none,intransitive,positive,that,15
tether,present,none,intransitive,positive,that,31
teu,infinitival,none,intransitive,positive,whether,1
text,past,none,intransitive,positive,that,23
text,past,none,transitive,positive,that,15
text,perfect,none,transitive,positive,that,2
texting,progressive,none,intransitive,positive,that,1
texting,progressive,none,transitive,positive,that,1
thank,infinitival,none,intransitive,positive,that,7
thank,infinitival,none,transitive,positive,that,3
thank,present,none,transitive,positive,that,2
thank,progressive,none,intransitive,positive,that,1
that,modal,can,intransitive,negative,that,5
that,modal,can,intransitive,positive,that,12
that,modal,should,intransitive,positive,that,8
that,modal,will,intransitive,positive,that,15
that,modal,would,intransitive,positive,that,15
that,past,none,intransitive,negative,that,4
that,past,none,intransitive,positive,that,964
that,perfect,none,intransitive,negative,that,3
that,perfect,none,intransitive,positive,that,52
that,present,none,intransitive,negative,that,17
that,present,none,intransitive,positive,that,3441
that,progressive,none,intransitive,negative,that,5
that,progressive,none,intransitive,positive,that,55
them,infinitival,none,transitive,positive,that,3
them,past,none,transitive,positive,that,3
them,progressive,none,transitive,positive,that,1
theorise,progressive,none,intransitive,positive,that,1
theorised,perfect,none,intransitive,positive,that,3
theorize,infinitival,none,intransitive,positive,that,24
theorize,past,none,intransitive,positive,that,325
theorize,perfect,none,intransitive,positive,that,76
theorize,present,none,intransitive,negative,that,1
theorize,present,none,intransitive,positive,that,347
theorize,progressive,none,intransitive,negative,that,1
theorize,progressive,none,intransitive,positive,that,7
thin,present,none,intransitive,negative,that,2
thin,present,none,intransitive,positive,that,13
things,present,none,intransitive,positive,that,12
thingsfrom,present,none,transitive,positive,that,1
think,infinitival,none,intransitive,negative,that,79
think,infinitival,none,intransitive,positive,that,12040
think,infinitival,none,intransitive,positive,whether,26
think,modal,be,intransitive,negative,that,4
think,modal,can,intransitive,negative,that,66
think,modal,can,intransitive,positive,that,56
think,modal,could,intransitive,negative,that,4
think,modal,could,intransitive,negative,whether,1
think,modal,could,intransitive,positive,that,58
think,modal,could,intransitive,positive,whether,1
think,modal,have,intransitive,positive,that,512
think,modal,may,intransitive,negative,that,20
think,modal,may,intransitive,positive,that,429
think,modal,might,intransitive,negative,that,17
think,modal,might,intransitive,positive,that,708
think,modal,must,intransitive,negative,that,27
think,modal,must,intransitive,positive,that,87
think,modal,need,intransitive,negative,that,3
think,modal,should,intransitive,negative,that,38
think,modal,should,intransitive,positive,that,101
think,modal,will,intransitive,negative,that,32
think,modal,will,intransitive,positive,that,233
think,modal,would,intransitive,negative,that,117
think,modal,would,intransitive,positive,that,2297
think,past,none,intransitive,negative,that,1127
think,past,none,intransitive,positive,that,16785
think,past,none,intransitive,positive,whether,2
think,past,none,transitive,negative,that,1
think,perfect,none,intransitive,negative,that,46
think,perfect,none,intransitive,positive,that,1829
think,perfect,none,intransitive,positive,whether,1
think,perfect,none,transitive,positive,that,2
think,present,none,intransitive,negative,that,9549
think,present,none,intransitive,negative,whether,6
think,present,none,intransitive,positive,that,78206
think,present,none,intransitive,positive,whether,78
think,present,none,transitive,positive,that,5
think,progressive,none,intransitive,negative,that,51
think,progressive,none,intransitive,positive,that,2211
think,progressive,none,intransitive,positive,whether,5
thinks,infinitival,none,intransitive,positive,that,4
thread,present,none,intransitive,positive,that,160
threaten,infinitival,none,intransitive,positive,that,3
threaten,past,none,intransitive,positive,that,85
threaten,past,none,transitive,positive,that,8
threaten,perfect,none,intransitive,positive,that,14
threaten,perfect,none,transitive,positive,that,1
threaten,present,none,intransitive,positive,that,40
threaten,present,none,transitive,positive,that,2
threaten,progressive,none,intransitive,positive,that,12
threaten,progressive,none,transitive,positive,that,2
thrill,past,none,intransitive,positive,that,44
thrill,past,none,transitive,positive,that,2
thrive,modal,can,intransitive,positive,whether,1
thrive,past,none,intransitive,positive,whether,1
throw,infinitival,none,intransitive,positive,that,88
throw,modal,can,intransitive,negative,that,8
throw,modal,will,intransitive,negative,that,3
throw,modal,would,intransitive,positive,that,10
throw,past,none,intransitive,negative,that,4
throw,past,none,intransitive,positive,that,111
throw,past,none,transitive,negative,that,1
throw,perfect,none,intransitive,positive,that,17
throw,present,none,intransitive,negative,that,25
throw,present,none,intransitive,positive,that,213
throw,present,none,transitive,positive,that,1
throw,progressive,none,intransitive,negative,that,5
throw,progressive,none,intransitive,positive,that,13
thrust,past,none,intransitive,positive,that,6
thrust,present,none,transitive,negative,that,1
thunder,past,none,intransitive,positive,that,15
thwart,infinitival,none,transitive,positive,whether,1
thwart,perfect,none,intransitive,positive,that,2
tick,past,none,intransitive,positive,that,6
tie,infinitival,none,intransitive,negative,that,1
tie,infinitival,none,intransitive,positive,that,17
tie,modal,can,intransitive,negative,that,2
tie,past,none,intransitive,positive,that,9
tie,perfect,none,intransitive,positive,that,4
tie,present,none,intransitive,positive,that,177
tilleke,present,none,intransitive,positive,whether,1
time,present,none,intransitive,positive,that,217
time,present,none,intransitive,positive,whether,35
time,progressive,none,intransitive,negative,that,1
time,progressive,none,intransitive,positive,that,1
tip,infinitival,none,intransitive,positive,that,3
tip,present,none,intransitive,positive,that,280
tip,present,none,intransitive,positive,whether,4
tire,present,none,intransitive,positive,that,201
tmderstaud,past,none,intransitive,negative,that,1
toggle,infinitival,none,intransitive,positive,whether,1
toggle,present,none,intransitive,positive,whether,1
tolerate,infinitival,none,intransitive,positive,that,4
tolerate,modal,will,intransitive,negative,that,5
tolerate,modal,would,intransitive,negative,that,2
tolerate,past,none,intransitive,negative,that,1
tolerate,perfect,none,intransitive,positive,that,3
tolerate,present,none,intransitive,negative,that,7
tolerate,progressive,none,intransitive,positive,that,1
tone,present,none,intransitive,positive,that,12
tone,present,none,intransitive,positive,whether,1
tood,present,none,transitive,positive,that,1
top,infinitival,none,intransitive,positive,that,17
top,modal,can,intransitive,negative,that,2
top,past,none,intransitive,positive,that,20
top,perfect,none,intransitive,positive,that,4
top,present,none,intransitive,positive,that,99
top,progressive,none,intransitive,positive,that,1
torture,past,none,intransitive,positive,that,6
torture,present,none,intransitive,positive,that,25
toss,infinitival,none,intransitive,positive,that,3
toss,past,none,intransitive,positive,that,11
toss,perfect,none,intransitive,positive,that,2
toss,present,none,intransitive,negative,that,1
toss,present,none,intransitive,positive,that,18
toss,present,none,intransitive,positive,whether,1
total,present,none,intransitive,positive,that,24
tote,progressive,none,intransitive,positive,that,2
touch,infinitival,none,intransitive,positive,that,14
touch,modal,can,intransitive,negative,that,2
touch,modal,will,intransitive,negative,that,1
touch,modal,would,intransitive,negative,that,11
touch,past,none,intransitive,negative,that,1
touch,past,none,intransitive,positive,that,24
touch,past,none,transitive,negative,that,1
touch,past,none,transitive,positive,that,9
touch,perfect,none,intransitive,negative,that,3
touch,perfect,none,intransitive,positive,that,5
touch,present,none,intransitive,negative,that,20
touch,present,none,intransitive,positive,that,113
touch,present,none,transitive,positive,whether,1
touch,progressive,none,intransitive,negative,that,3
touch,progressive,none,intransitive,positive,that,7
touch,progressive,none,intransitive,positive,whether,2
tour,present,none,intransitive,positive,that,40
tour,progressive,none,intransitive,positive,that,3
tout,infinitival,none,intransitive,positive,that,8
tout,past,none,intransitive,positive,that,11
tout,perfect,none,intransitive,positive,that,2
tout,progressive,none,intransitive,negative,that,2
tout,progressive,none,intransitive,positive,that,6
towel,present,none,intransitive,positive,that,15
tower,present,none,intransitive,positive,that,92
trace,infinitival,none,intransitive,positive,that,3
trace,perfect,none,intransitive,positive,that,3
trace,present,none,intransitive,positive,that,44
track,infinitival,none,intransitive,positive,that,13
track,infinitival,none,intransitive,positive,whether,19
track,modal,can,intransitive,positive,whether,5
track,modal,could,intransitive,negative,whether,1
track,modal,could,intransitive,positive,whether,1
track,modal,should,intransitive,positive,whether,1
track,modal,will,intransitive,positive,whether,1
track,modal,will,transitive,positive,whether,1
track,past,none,intransitive,negative,whether,1
track,past,none,intransitive,positive,that,9
track,past,none,intransitive,positive,whether,1
track,perfect,none,intransitive,positive,that,3
track,present,none,intransitive,negative,that,2
track,present,none,intransitive,negative,whether,1
track,present,none,intransitive,positive,that,161
track,present,none,intransitive,positive,whether,7
track,progressive,none,intransitive,positive,that,4
tract,present,none,intransitive,positive,that,12
trade,infinitival,none,intransitive,positive,that,12
trade,past,none,intransitive,positive,that,16
trade,perfect,none,intransitive,positive,that,7
trade,present,none,intransitive,positive,that,15
trade,progressive,none,intransitive,positive,that,2
tradeoffs,present,none,intransitive,positive,that,9
trail,present,none,intransitive,positive,that,390
train,infinitival,none,intransitive,positive,that,3
train,perfect,none,transitive,positive,that,3
train,present,none,intransitive,positive,that,243
train,progressive,none,intransitive,positive,that,4
train,progressive,none,transitive,positive,that,1
transcend,present,none,intransitive,positive,that,9
transcend,present,none,intransitive,positive,whether,1
transfer,infinitival,none,intransitive,positive,that,12
transfer,present,none,intransitive,negative,that,1
transfer,present,none,intransitive,positive,that,52
transfer,progressive,none,intransitive,positive,that,2
transform,infinitival,none,intransitive,positive,that,6
transform,perfect,none,intransitive,positive,that,2
transform,present,none,intransitive,positive,that,12
transform,progressive,none,intransitive,positive,that,1
translate,infinitival,none,intransitive,positive,that,71
translate,modal,can,intransitive,positive,that,14
translate,past,none,intransitive,negative,that,1
translate,past,none,intransitive,positive,that,19
translate,perfect,none,intransitive,negative,that,3
translate,perfect,none,intransitive,positive,that,3
translate,present,none,intransitive,negative,that,3
translate,present,none,intransitive,positive,that,84
translate,progressive,none,intransitive,positive,that,1
transmit,infinitival,none,intransitive,positive,that,3
transmit,progressive,none,intransitive,positive,that,2
transpire,past,none,intransitive,positive,that,35
transpire,perfect,none,intransitive,positive,that,6
transpire,present,none,intransitive,positive,that,22
transplant,present,none,intransitive,positive,that,16
transplant,progressive,none,intransitive,positive,that,1
transport,infinitival,none,intransitive,positive,that,4
transport,modal,will,transitive,positive,whether,1
transport,perfect,none,intransitive,positive,that,2
transport,perfect,none,transitive,positive,that,1
transport,present,none,intransitive,positive,that,11
trap,present,none,intransitive,positive,that,92
trash,present,none,intransitive,positive,that,45
traumatize,past,none,intransitive,positive,that,8
travel,infinitival,none,intransitive,positive,that,11
travel,infinitival,none,intransitive,positive,whether,1
travel,past,none,intransitive,negative,that,1
travel,past,none,intransitive,positive,that,8
travel,present,none,intransitive,negative,that,2
travel,present,none,intransitive,positive,that,52
travel,present,none,intransitive,positive,whether,2
travel,progressive,none,intransitive,positive,that,3
traverse,modal,will,intransitive,negative,that,1
tread,present,none,intransitive,positive,that,12
treasure,present,none,intransitive,positive,that,18
treat,infinitival,none,intransitive,positive,that,16
treat,modal,must,transitive,positive,whether,2
treat,modal,would,transitive,negative,that,1
treat,past,none,intransitive,positive,that,7
treat,perfect,none,intransitive,negative,that,1
treat,perfect,none,intransitive,positive,that,3
treat,perfect,none,transitive,positive,that,2
treat,present,none,intransitive,negative,that,1
treat,present,none,intransitive,positive,that,68
treat,present,none,intransitive,positive,whether,1
treat,progressive,none,intransitive,negative,that,1
treat,progressive,none,intransitive,positive,that,5
trek,present,none,intransitive,positive,that,22
tremble,progressive,none,intransitive,positive,that,1
trick,present,none,intransitive,positive,that,175
trick,progressive,none,transitive,negative,that,1
trigger,modal,will,intransitive,negative,that,1
trigger,past,none,intransitive,positive,that,8
trigger,present,none,intransitive,positive,that,30
trigger,present,none,intransitive,positive,whether,1
trim,present,none,intransitive,positive,that,26
trip,present,none,intransitive,positive,that,135
trip,present,none,intransitive,positive,whether,1
trip,progressive,none,intransitive,positive,that,1
triple,infinitival,none,intransitive,positive,that,3
triple,past,none,intransitive,positive,that,6
triple,perfect,none,intransitive,positive,that,2
triple,present,none,intransitive,positive,that,21
tripp,present,none,intransitive,positive,that,14
triumph,past,none,intransitive,positive,whether,1
triumph,present,none,intransitive,positive,that,11
troll,progressive,none,intransitive,positive,that,1
trope,present,none,intransitive,positive,that,14
trouble,infinitival,none,intransitive,positive,whether,1
trouble,past,none,intransitive,positive,that,12
trouble,past,none,transitive,negative,that,2
trouble,past,none,transitive,positive,that,6
trouble,present,none,intransitive,positive,that,30
trouble,progressive,none,intransitive,positive,that,58
troup,present,none,intransitive,positive,whether,1
trumpet,past,none,intransitive,positive,that,10
trumpet,present,none,intransitive,negative,that,1
trumpet,present,none,intransitive,positive,whether,1
trumpet,progressive,none,intransitive,positive,that,1
trust,infinitival,none,intransitive,negative,that,2
trust,infinitival,none,intransitive,positive,that,337
trust,infinitival,none,transitive,positive,that,29
trust,modal,can,intransitive,negative,that,24
trust,modal,can,intransitive,positive,that,67
trust,modal,can,intransitive,positive,whether,1
trust,modal,can,transitive,negative,that,4
trust,modal,could,intransitive,negative,that,5
trust,modal,could,intransitive,positive,that,18
trust,modal,could,intransitive,positive,whether,1
trust,modal,must,intransitive,positive,that,19
trust,modal,should,intransitive,positive,that,9
trust,modal,should,transitive,negative,that,1
trust,modal,will,intransitive,negative,that,1
trust,modal,will,intransitive,positive,that,13
trust,modal,would,intransitive,negative,that,6
trust,modal,would,intransitive,positive,that,8
trust,modal,would,transitive,negative,that,3
trust,past,none,intransitive,negative,that,27
trust,past,none,intransitive,positive,that,125
trust,past,none,transitive,negative,that,2
trust,past,none,transitive,positive,that,2
trust,perfect,none,intransitive,positive,that,3
trust,perfect,none,transitive,positive,that,2
trust,present,none,intransitive,negative,that,71
trust,present,none,intransitive,positive,that,1054
trust,present,none,intransitive,positive,whether,1
trust,present,none,transitive,negative,that,15
trust,present,none,transitive,positive,that,34
trust,present,none,transitive,positive,whether,1
trust,progressive,none,intransitive,negative,that,1
trust,progressive,none,intransitive,positive,that,25
trust,progressive,none,transitive,positive,that,1
try,infinitival,none,intransitive,negative,that,1
try,infinitival,none,intransitive,positive,that,111
try,infinitival,none,intransitive,positive,whether,4
try,infinitival,none,transitive,positive,that,3
try,infinitival,none,transitive,positive,whether,2
try,modal,be,intransitive,positive,that,86
try,modal,could,intransitive,positive,that,10
try,modal,should,intransitive,positive,that,21
try,modal,will,intransitive,negative,that,8
try,modal,will,intransitive,positive,that,27
try,modal,will,transitive,positive,whether,1
try,modal,would,intransitive,negative,that,6
try,modal,would,transitive,positive,whether,1
try,past,none,intransitive,negative,that,6
try,past,none,intransitive,positive,that,482
try,past,none,transitive,positive,that,2
try,perfect,none,intransitive,negative,that,27
try,perfect,none,intransitive,positive,that,139
try,present,none,intransitive,negative,that,40
try,present,none,intransitive,positive,that,366
try,present,none,intransitive,positive,whether,2
try,progressive,none,intransitive,negative,that,1
try,progressive,none,intransitive,positive,that,29
tryed,perfect,none,intransitive,negative,that,1
tuck,modal,can,intransitive,negative,that,3
tuck,past,none,intransitive,positive,that,7
tune,infinitival,none,intransitive,positive,that,3
tune,present,none,intransitive,positive,that,109
turn,infinitival,none,intransitive,positive,that,153
turn,modal,be,intransitive,positive,that,10
turn,modal,can,intransitive,negative,that,2
turn,modal,can,intransitive,positive,that,36
turn,modal,could,intransitive,negative,that,2
turn,modal,could,intransitive,positive,that,13
turn,modal,will,intransitive,negative,that,1
turn,modal,will,intransitive,positive,that,15
turn,modal,would,intransitive,positive,that,8
turn,past,none,intransitive,positive,that,130
turn,perfect,none,intransitive,negative,that,3
turn,perfect,none,intransitive,positive,that,38
turn,present,none,intransitive,negative,that,5
turn,present,none,intransitive,positive,that,452
turn,progressive,none,intransitive,positive,that,8
twang,present,none,intransitive,positive,that,12
tweak,infinitival,none,intransitive,positive,that,4
tweak,present,none,intransitive,positive,that,27
tweet,infinitival,none,intransitive,positive,that,14
tweet,modal,will,intransitive,negative,that,1
tweet,past,none,intransitive,negative,that,1
tweet,past,none,intransitive,positive,that,517
tweet,perfect,none,intransitive,positive,that,22
tweet,present,none,intransitive,positive,that,118
tweet,progressive,none,intransitive,positive,that,14
twist,infinitival,none,intransitive,positive,that,3
twist,past,none,intransitive,positive,that,8
twist,perfect,none,intransitive,positive,that,2
twist,present,none,intransitive,positive,that,66
twitter,present,none,intransitive,positive,that,23
type,past,none,intransitive,positive,that,13
type,perfect,none,intransitive,positive,that,4
type,present,none,intransitive,positive,that,12
type,progressive,none,intransitive,positive,that,1
type,progressive,none,transitive,positive,that,1
un-d-shurt,present,none,intransitive,positive,whether,1
uncork,progressive,none,intransitive,positive,that,1
uncover,infinitival,none,intransitive,positive,that,9
uncover,infinitival,none,intransitive,positive,whether,5
uncover,modal,can,intransitive,positive,whether,1
uncover,past,none,intransitive,negative,that,2
uncover,past,none,intransitive,positive,that,47
uncover,perfect,none,intransitive,positive,that,13
uncover,present,none,intransitive,negative,that,1
uncover,present,none,intransitive,positive,whether,1
uncover,progressive,none,intransitive,positive,that,1
undear,present,none,intransitive,positive,whether,1
underestimate,present,none,intransitive,negative,that,3
underlie,progressive,none,intransitive,positive,that,2
underline,infinitival,none,intransitive,positive,that,39
underline,past,none,intransitive,positive,that,33
underline,perfect,none,intransitive,positive,that,5
underline,present,none,intransitive,positive,that,44
underline,progressive,none,intransitive,positive,that,1
undermine,infinitival,none,intransitive,positive,that,4
undermine,perfect,none,intransitive,positive,that,2
undermine,present,none,intransitive,negative,that,1
undermine,present,none,intransitive,positive,that,12
underscore,infinitival,none,intransitive,positive,that,63
underscore,past,none,intransitive,positive,that,62
underscore,perfect,none,intransitive,positive,that,8
underscore,present,none,intransitive,positive,that,155
underscore,progressive,none,intransitive,positive,that,3
understand,infinitival,none,intransitive,negative,that,39
understand,infinitival,none,intransitive,negative,whether,1
understand,infinitival,none,intransitive,positive,that,5572
understand,infinitival,none,intransitive,positive,whether,124
understand,infinitival,none,transitive,positive,that,2
understand,modal,be,intransitive,positive,that,19
understand,modal,can,intransitive,negative,that,75
understand,modal,can,intransitive,negative,whether,1
understand,modal,can,intransitive,positive,that,363
understand,modal,can,intransitive,positive,whether,3
understand,modal,could,intransitive,negative,that,39
understand,modal,could,intransitive,negative,whether,3
understand,modal,could,intransitive,positive,that,79
understand,modal,could,transitive,negative,that,1
understand,modal,have,intransitive,positive,that,46
understand,modal,may,intransitive,negative,that,17
understand,modal,may,intransitive,positive,that,12
understand,modal,might,intransitive,negative,that,4
understand,modal,might,intransitive,positive,that,19
understand,modal,must,intransitive,positive,that,396
understand,modal,must,intransitive,positive,whether,1
understand,modal,should,intransitive,positive,that,259
understand,modal,will,intransitive,negative,that,15
understand,modal,will,intransitive,positive,that,345
understand,modal,will,intransitive,positive,whether,1
understand,modal,would,intransitive,negative,that,20
understand,modal,would,intransitive,positive,that,185
understand,past,none,intransitive,negative,that,306
understand,past,none,intransitive,negative,whether,3
understand,past,none,intransitive,positive,that,3486
understand,past,none,intransitive,positive,whether,2
understand,past,none,transitive,positive,that,3
understand,perfect,none,intransitive,negative,that,36
understand,perfect,none,intransitive,negative,whether,1
understand,perfect,none,intransitive,positive,that,241
understand,present,none,intransitive,negative,that,895
understand,present,none,intransitive,negative,whether,11
understand,present,none,intransitive,positive,that,14320
understand,present,none,intransitive,positive,whether,10
understand,present,none,transitive,negative,that,1
understand,present,none,transitive,positive,that,3
understand,progressive,none,intransitive,negative,that,8
understand,progressive,none,intransitive,positive,that,86
understand,progressive,none,intransitive,positive,whether,1
understate,progressive,none,intransitive,positive,that,1
undertake,perfect,none,intransitive,positive,that,3
undertake,progressive,none,intransitive,positive,that,6
undertand,present,none,intransitive,negative,that,1
undo,infinitival,none,intransitive,positive,that,6
undo,present,none,intransitive,positive,whether,1
undo,progressive,none,intransitive,positive,that,2
unfold,infinitival,none,intransitive,positive,that,4
unfold,past,none,intransitive,positive,that,15
unfold,present,none,intransitive,positive,that,11
unfold,present,none,intransitive,positive,whether,5
unfold,progressive,none,intransitive,positive,that,6
unleash,infinitival,none,intransitive,positive,that,3
unleash,progressive,none,intransitive,positive,that,1
unload,infinitival,none,intransitive,positive,that,3
unmask,infinitival,none,intransitive,positive,whether,1
unnerve,past,none,transitive,positive,that,2
unnerve,progressive,none,intransitive,positive,that,1
unpack,infinitival,none,intransitive,positive,that,7
unpack,progressive,none,intransitive,positive,that,1
unravel,infinitival,none,intransitive,positive,that,3
unravel,infinitival,none,intransitive,positive,whether,1
unsettle,past,none,intransitive,positive,whether,1
unsettle,progressive,none,intransitive,positive,that,8
unsurprising,progressive,none,intransitive,negative,that,1
unsurprising,progressive,none,intransitive,positive,that,87
untangle,infinitival,none,intransitive,positive,whether,2
unveil,perfect,none,intransitive,positive,that,2
unveil,progressive,none,intransitive,positive,that,1
unwrap,progressive,none,intransitive,positive,that,1
unzip,progressive,none,intransitive,negative,that,1
up,past,none,intransitive,positive,that,8
up,perfect,none,intransitive,positive,that,2
up,progressive,none,intransitive,positive,that,1
upand,present,none,intransitive,positive,whether,1
update,present,none,intransitive,positive,that,156
upgrade,infinitival,none,intransitive,positive,that,4
upgrade,present,none,intransitive,positive,that,71
upgrade,progressive,none,intransitive,positive,that,1
upset,infinitival,none,intransitive,positive,that,3
upset,past,none,transitive,positive,that,4
upset,present,none,intransitive,positive,that,605
upset,progressive,none,intransitive,positive,that,16
urbanize,infinitival,none,intransitive,positive,whether,1
urge,infinitival,none,intransitive,positive,that,37
urge,modal,would,intransitive,positive,that,11
urge,past,none,intransitive,positive,that,276
urge,perfect,none,intransitive,positive,that,49
urge,present,none,intransitive,negative,that,3
urge,present,none,intransitive,positive,that,171
urge,progressive,none,intransitive,negative,that,3
urge,progressive,none,intransitive,positive,that,29
us,perfect,none,transitive,positive,that,2
us,present,none,transitive,positive,that,9
use,infinitival,none,intransitive,negative,that,10
use,infinitival,none,intransitive,positive,that,509
use,infinitival,none,intransitive,positive,whether,5
use,infinitival,none,transitive,negative,that,1
use,infinitival,none,transitive,positive,that,63
use,infinitival,none,transitive,positive,whether,4
use,modal,be,intransitive,negative,that,2
use,modal,be,intransitive,positive,that,15
use,modal,can,intransitive,negative,that,50
use,modal,can,intransitive,positive,that,190
use,modal,can,intransitive,positive,whether,2
use,modal,can,transitive,negative,that,4
use,modal,can,transitive,positive,that,2
use,modal,could,intransitive,negative,that,5
use,modal,could,intransitive,positive,that,87
use,modal,have,intransitive,positive,that,10
use,modal,may,intransitive,positive,that,8
use,modal,must,intransitive,negative,that,2
use,modal,should,intransitive,negative,that,2
use,modal,should,intransitive,positive,that,19
use,modal,should,transitive,positive,that,2
use,modal,will,intransitive,negative,that,4
use,modal,will,intransitive,positive,that,98
use,modal,will,transitive,negative,that,1
use,modal,will,transitive,positive,that,3
use,modal,would,intransitive,negative,that,10
use,modal,would,intransitive,positive,that,34
use,modal,would,transitive,negative,that,1
use,past,none,intransitive,negative,that,9
use,past,none,intransitive,positive,that,638
use,past,none,transitive,positive,that,6
use,perfect,none,intransitive,negative,that,25
use,perfect,none,intransitive,positive,that,219
use,perfect,none,transitive,positive,that,4
use,present,none,intransitive,negative,that,56
use,present,none,intransitive,positive,that,1285
use,present,none,intransitive,positive,whether,1
use,present,none,transitive,negative,that,6
use,present,none,transitive,positive,that,36
use,present,none,transitive,positive,whether,1
use,progressive,none,intransitive,negative,that,11
use,progressive,none,intransitive,positive,that,215
use,progressive,none,intransitive,positive,whether,1
use,progressive,none,transitive,negative,that,3
use,progressive,none,transitive,positive,that,20
usurp,progressive,none,intransitive,positive,that,1
utilize,infinitival,none,intransitive,positive,that,5
utter,past,none,intransitive,positive,that,12
utter,perfect,none,intransitive,positive,that,5
utter,progressive,none,intransitive,positive,that,1
vacation,progressive,none,intransitive,positive,that,1
vacatur,present,none,intransitive,positive,whether,1
validate,infinitival,none,intransitive,positive,that,40
validate,infinitival,none,intransitive,positive,whether,11
validate,modal,could,intransitive,positive,whether,1
validate,modal,should,intransitive,positive,whether,1
validate,past,none,intransitive,positive,that,22
validate,perfect,none,intransitive,positive,that,5
validate,present,none,intransitive,negative,whether,1
validate,present,none,intransitive,positive,that,37
validate,present,none,intransitive,positive,whether,5
validate,progressive,none,intransitive,negative,whether,1
validate,progressive,none,intransitive,positive,that,2
